YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,DataSource,Data_Value_Type,Data_Value,Gender,Age,GeoLocation,Source_File_USCB,Data_Pulled,LocationID,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,SubMeasureID,DisplayOrder
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,1633490,Total,<18,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,3488301,Male,Total,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,2655522,Male,18+,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,832779,Male,<18,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,3527969,Female,Total,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,2727258,Female,18+,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,AZ,Arizona,Census,Census - Population,United States Census Bureau,Count,800711,Female,<18,"(34.865970280000454, -111.76381127699972)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,04,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,3004279,Total,Total,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,2298739,Total,18+,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,705540,Total,<18,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,1476064,Male,Total,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,1114493,Male,18+,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,361571,Male,<18,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,1528215,Female,Total,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,1184246,Female,18+,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,AR,Arkansas,Census,Census - Population,United States Census Bureau,Count,343969,Female,<18,"(34.74865012400045, -92.27449074299966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,39536653,Total,Total,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,30476517,Total,18+,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,9060136,Total,<18,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,19647553,Male,Total,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,15018628,Male,18+,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,4628925,Male,<18,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,19889100,Female,Total,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,15457889,Female,18+,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,CA,California,Census,Census - Population,United States Census Bureau,Count,4431211,Female,<18,"(37.63864012300047, -120.99999953799971)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,06,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,5607154,Total,Total,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,4345321,Total,18+,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,1261833,Total,<18,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,2822333,Male,Total,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,2176962,Male,18+,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,645371,Male,<18,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,2784821,Female,Total,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,2168359,Female,18+,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,CO,Colorado,Census,Census - Population,United States Census Bureau,Count,616462,Female,<18,"(38.843840757000464, -106.13361092099967)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,08,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,3588184,Total,Total,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,2844358,Total,18+,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,743826,Total,<18,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,1751800,Male,Total,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,1371546,Male,18+,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,380254,Male,<18,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,1836384,Female,Total,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,1472812,Female,18+,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,CT,Connecticut,Census,Census - Population,United States Census Bureau,Count,363572,Female,<18,"(41.56266102000046, -72.64984095199964)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,09,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,961939,Total,Total,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,757455,Total,18+,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,204484,Total,<18,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,465514,Male,Total,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,361888,Male,18+,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,103626,Male,<18,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,496425,Female,Total,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,395567,Female,18+,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,DE,Delaware,Census,Census - Population,United States Census Bureau,Count,100858,Female,<18,"(39.008830667000495, -75.57774116799965)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,10,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,20984400,Total,Total,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,16782417,Total,18+,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,4201983,Total,<18,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,10256819,Male,Total,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,8111495,Male,18+,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,2145324,Male,<18,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,10727581,Female,Total,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,8670922,Female,18+,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,FL,Florida,Census,Census - Population,United States Census Bureau,Count,2056659,Female,<18,"(28.932040377000476, -81.92896053899966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,12,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,10429379,Total,Total,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,7914681,Total,18+,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,2514698,Total,<18,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,5075507,Male,Total,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,3795486,Male,18+,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,1280021,Male,<18,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,5353872,Female,Total,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,4119195,Female,18+,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,GA,Georgia,Census,Census - Population,United States Census Bureau,Count,1234677,Female,<18,"(32.83968109300048, -83.62758034599966)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,13,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,1427538,Total,Total,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,1GEN,8AGE,CEN01,1
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,1121794,Total,18+,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,1GEN,10AGE,CEN02,2
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,305744,Total,<18,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,1GEN,11AGE,CEN03,3
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,716087,Male,Total,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,2GEN,8AGE,CEN04,4
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,559151,Male,18+,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,2GEN,10AGE,CEN05,5
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,156936,Male,<18,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,2GEN,11AGE,CEN06,6
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,711451,Female,Total,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,3GEN,8AGE,CEN07,7
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,562643,Female,18+,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,3GEN,10AGE,CEN08,8
2017,HI,Hawaii,Census,Census - Population,United States Census Bureau,Count,148808,Female,<18,"(21.304850435000446, -157.85774940299973)","PEP_2016_PEPAGESEX, Factfinder2.census.gov",06/22/2018 12:00:00 AM,15,CEN,100CEN,100POP,3GEN,11AGE,CEN09,9
